序号,系统时间,时间标识,CAN通道,传输方向,ID号,帧类型,帧格式,长度,Data
1325,13:36:11.593,0x8D036B5,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 4F 70 65 6E 20 43 61 6D 
1326,13:36:11.593,0x8D036B7,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 65 72 61 20 73 75 63 63 
1327,13:36:11.593,0x8D036B9,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 65 73 73 21 21 0A 43 68 
1328,13:36:11.593,0x8D036BA,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 75 6E 6B 49 44 3A 30 0A 
1329,13:36:11.593,0x8D036BC,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 69 56 42 4F 52 77 30 4B 
1330,13:36:11.593,0x8D036BE,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 47 67 6F 41 41 41 41 4E 
1331,13:36:11.593,0x8D036C0,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 53 55 68 45 55 67 41 41 
1332,13:36:11.593,0x8D036C2,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 42 34 41 41 41 41 51 34 
1333,13:36:11.593,0x8D036C3,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 43 41 59 41 41 41 44 6F 
1334,13:36:11.593,0x8D036C5,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 30 38 46 44 41 41 41 41 
1335,13:36:11.593,0x8D036C7,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 42 48 4E 43 53 56 51 49 
1336,13:36:11.593,0x8D036C9,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 43 41 67 49 66 41 68 6B 
1337,13:36:11.593,0x8D036CA,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 69 41 41 41 49 41 42 4A 
1338,13:36:11.593,0x8D036CD,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 52 45 46 55 0A 65 4A 79 
1339,13:36:11.593,0x8D036CF,ch1,接收,0x0100,数据帧,标准帧,0x04,x| 63 6E 66 75 
1340,13:36:11.623,0x8D03786,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 6F 70 69 4F 2F 78 65 47 
1341,13:36:11.623,0x8D03788,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 78 76 62 32 2B 64 62 2B 
1342,13:36:11.623,0x8D0378A,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 70 58 73 46 31 64 58 66 
1343,13:36:11.623,0x8D0378B,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 56 32 0A 30 6B 48 68 4B 
1344,13:36:11.623,0x8D0378D,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 44 6C 69 32 35 65 58 6C 
1345,13:36:11.623,0x8D0378F,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 2F 62 32 39 74 62 65 33 
1346,13:36:11.623,0x8D03791,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 74 35 36 2F 34 4A 62 4E 
1347,13:36:11.623,0x8D03792,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 6D 65 31 57 6E 55 5A 4F 
1348,13:36:11.623,0x8D03794,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 68 77 4F 37 66 33 39 76 
1349,13:36:11.623,0x8D03796,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 65 76 77 50 4D 39 74 76 
1350,13:36:11.623,0x8D03797,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 39 39 33 57 73 6B 2F 36 
1351,13:36:11.623,0x8D03799,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 70 37 47 65 58 39 2F 62 
1352,13:36:11.623,0x8D0379B,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 39 66 58 31 78 31 2F 0A 
1353,13:36:11.623,0x8D0379E,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 77 66 66 2B 2F 74 35 6A 
1354,13:36:11.623,0x8D037A0,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 6B 75 50 78 32 50 6D 69 
1355,13:36:11.623,0x8D037A3,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 62 39 4B 49 76 6C 6C 74 
1356,13:36:11.623,0x8D037A6,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 55 6C 46 64 33 56 64 2F 
1357,13:36:11.623,0x8D037A9,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 77 6C 63 34 61 54 7A 4B 
1358,13:36:11.623,0x8D037AC,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 4C 6D 6B 73 4F 72 42 66 
1359,13:36:11.623,0x8D037AE,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 58 5A 4D 63 69 76 65 62 
1360,13:36:11.623,0x8D037B1,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 7A 65 61 4D 5A 36 70 50 
1361,13:36:11.623,0x8D037B4,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 2F 6C 58 78 57 75 55 50 
1362,13:36:11.623,0x8D037B7,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 6B 2B 39 33 0A 4F 35 4E 
1363,13:36:11.623,0x8D037BA,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 30 31 2B 32 51 30 38 72 
1364,13:36:11.623,0x8D037BD,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 62 65 72 7A 39 2F 76 34 
1365,13:36:11.623,0x8D037BF,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 2B 39 4E 76 36 70 67 32 
1366,13:36:11.623,0x8D037C2,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 74 37 4B 66 62 4E 4E 63 
1367,13:36:11.623,0x8D037C5,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 44 79 5A 4C 36 35 55 66 
1368,13:36:11.623,0x8D037C7,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 38 6B 49 36 4A 54 2F 51 
1369,13:36:11.623,0x8D037CA,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 74 74 41 76 69 6A 61 35 
1370,13:36:11.623,0x8D037CD,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 64 58 56 32 64 6A 58 30 
1371,13:36:11.623,0x8D037D0,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 38 48 72 76 65 79 73 35 
1372,13:36:11.623,0x8D037D3,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 49 0A 58 2B 68 6A 31 4E 
1373,13:36:11.623,0x8D037D5,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 2F 72 36 32 75 4D 4E 31 
1374,13:36:11.623,0x8D037D9,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 77 76 70 66 76 79 70 64 
1375,13:36:11.623,0x8D037DB,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 52 52 6C 39 56 4B 5A 75 
1376,13:36:11.623,0x8D037DE,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 55 6E 50 33 33 36 31 48 
1377,13:36:11.623,0x8D037E1,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 61 37 58 64 74 73 4E 75 
1378,13:36:11.623,0x8D037E3,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 33 75 37 71 37 37 64 2B 
1379,13:36:11.623,0x8D037E6,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 6B 69 61 53 58 2F 4C 64 
1380,13:36:11.623,0x8D037E9,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 39 39 50 42 37 62 31 36 
1381,13:36:11.623,0x8D037EC,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 39 66 4F 31 37 36 0A 6B 
1382,13:36:11.623,0x8D037EF,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 45 64 71 4C 7A 38 72 33 
1383,13:36:11.623,0x8D037F1,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 52 42 74 33 74 37 65 32 
1384,13:36:11.623,0x8D037F5,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 76 76 37 65 2F 66 42 74 
1385,13:36:11.623,0x8D037F7,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 43 66 69 46 2B 33 58 32 
1386,13:36:11.623,0x8D037FA,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 39 76 62 6D 63 7A 51 64 
1387,13:36:11.623,0x8D037FD,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 6C 4E 50 71 4E 4E 76 62 
1388,13:36:11.623,0x8D037FF,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 32 2F 64 42 6F 73 6D 56 
1389,13:36:11.623,0x8D03802,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 53 77 6C 4F 42 58 6A 4B 
1390,13:36:11.623,0x8D03805,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 50 59 52 6A 76 4D 38 74 
1391,13:36:11.623,0x8D03808,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 35 75 62 0A 6D 2F 62 32 
1392,13:36:11.623,0x8D0380B,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 39 74 5A 31 2F 75 58 6C 
1393,13:36:11.623,0x8D0380D,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 70 66 2F 57 35 2F 58 31 
1394,13:36:11.623,0x8D03810,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 39 65 7A 2F 39 66 58 31 
1395,13:36:11.623,0x8D03813,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 6D 57 38 69 66 38 6C 62 
1396,13:36:11.623,0x8D03816,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 34 55 44 66 70 47 2F 36 
1397,13:36:11.623,0x8D03818,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 4D 4E 4A 57 2F 5A 41 4F 
1398,13:36:11.623,0x8D0381C,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 2B 6C 5A 35 65 33 76 72 
1399,13:36:11.623,0x8D0381E,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 38 43 64 37 49 4A 6E 6B 
1400,13:36:11.623,0x8D03821,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 2F 4B 75 31 39 75 47 33 
1401,13:36:11.623,0x8D03824,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 0A 34 4E 6C 75 74 35 33 
1402,13:36:11.623,0x8D03827,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 57 75 71 2F 59 53 54 62 
1403,13:36:11.623,0x8D03829,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 5A 39 59 72 38 54 44 62 
1404,13:36:11.623,0x8D0382C,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 44 2F 61 7A 37 4A 66 56 
1405,13:36:11.623,0x8D0382F,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 44 75 74 45 2B 45 77 2F 
1406,13:36:11.623,0x8D03832,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 53 51 50 4A 44 65 71 6B 
1407,13:36:11.623,0x8D03834,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 76 74 30 66 2B 58 32 4D 
1408,13:36:11.623,0x8D03837,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 6B 4F 58 46 2F 34 66 59 
1409,13:36:11.623,0x8D0383A,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 7A 66 54 74 64 33 4E 5A 
1410,13:36:11.623,0x8D0383D,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 56 5A 53 6D 47 0A 35 50 
1411,13:36:11.623,0x8D03840,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 30 4B 42 2B 63 37 2B 36 
1412,13:36:11.623,0x8D03843,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 48 4F 2B 62 67 65 59 37 
1413,13:36:11.623,0x8D03845,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 4A 65 38 68 6E 65 4A 74 
1414,13:36:11.623,0x8D03848,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 46 35 46 4B 4F 6D 76 70 
1415,13:36:11.623,0x8D0384B,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 78 2F 56 66 31 30 2F 52 
1416,13:36:11.623,0x8D0384E,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 4A 63 4B 37 70 57 75 4C 
1417,13:36:11.623,0x8D03850,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 75 65 2B 4C 6A 65 5A 37 
1418,13:36:11.623,0x8D03853,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 72 50 73 5A 5A 6F 77 72 
1419,13:36:11.623,0x8D03856,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 48 5A 5A 67 52 76 36 6D 
1420,13:36:11.623,0x8D03859,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 4E 70 0A 62 70 44 71 56 
1421,13:36:11.623,0x8D0385C,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 50 53 39 70 4C 39 4C 5A 
1422,13:36:11.623,0x8D0385F,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 50 76 66 4C 53 50 5A 54 
1423,13:36:11.623,0x8D03861,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 48 48 45 6B 6F 7A 2B 75 
1424,13:36:11.623,0x8D03864,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 37 41 7A 39 70 44 4E 6F 
1425,13:36:11.623,0x8D03867,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 58 31 4A 66 61 58 31 74 
1426,13:36:11.623,0x8D0386A,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 55 76 47 54 4C 78 57 54 
1427,13:36:11.623,0x8D0386C,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 4B 43 34 68 59 55 30 55 
1428,13:36:11.653,0x8D0386F,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 44 76 56 30 37 32 62 6D 
1429,13:36:11.653,0x8D03872,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 35 74 65 6E 37 61 57 0A 
1430,13:36:11.653,0x8D03875,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 50 73 2F 58 71 65 54 58 
1431,13:36:11.653,0x8D03878,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 46 4F 50 75 64 72 74 32 
1432,13:36:11.653,0x8D0387A,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 50 42 37 62 66 72 2F 76 
1433,13:36:11.653,0x8D0387D,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 76 6B 48 78 6B 50 6A 78 
1434,13:36:11.653,0x8D03880,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 2F 76 37 65 66 51 7A 6E 
1435,13:36:11.653,0x8D03883,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 4A 66 4C 58 78 2B 4F 78 
1436,13:36:11.653,0x8D03886,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 7A 39 55 45 6B 2B 5A 4D 
1437,13:36:11.653,0x8D03888,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 72 6D 76 7A 50 48 66 66 
1438,13:36:11.653,0x8D0388B,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 6F 2B 75 61 39 39 42 66 
1439,13:36:11.653,0x8D0388E,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 4D 61 62 57 0A 66 45 66 
1440,13:36:11.653,0x8D03891,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 39 4D 76 36 65 35 37 6C 
1441,13:36:11.653,0x8D03893,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 74 74 39 73 32 7A 33 4F 
1442,13:36:11.653,0x8D03896,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 37 76 37 38 2F 6D 36 76 
1443,13:36:11.653,0x8D03899,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 4A 6C 79 65 36 56 2F 72 
1444,13:36:11.653,0x8D0389C,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 69 74 70 37 31 66 59 30 
1445,13:36:11.653,0x8D0389E,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 35 2B 55 4C 36 72 6A 51 
1446,13:36:11.653,0x8D038A2,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 66 4A 72 2F 63 2F 71 70 
1447,13:36:11.653,0x8D038A4,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 50 39 65 58 58 76 41 67 
1448,13:36:11.653,0x8D038A7,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 57 7A 59 38 49 6A 38 61 
1449,13:36:11.653,0x8D038AA,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 76 0A 62 47 57 36 35 6E 
1450,13:36:11.653,0x8D038AD,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 59 2B 2B 61 4E 52 47 66 
1451,13:36:11.653,0x8D038AF,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 6D 76 53 75 63 35 64 71 
1452,13:36:11.653,0x8D038B2,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 4A 44 64 57 2B 6B 66 30 
1453,13:36:11.653,0x8D038B5,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 34 48 38 6B 79 46 63 55 
1454,13:36:11.653,0x8D038B8,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 64 72 72 63 74 62 31 54 
1455,13:36:11.653,0x8D038BA,ch1,接收,0x0100,数据帧,标准帧,0x07,x| 62 52 78 73 65 76 36 
1456,13:36:11.653,0x8D03974,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 6A 33 66 4A 36 76 4F 38 
1457,13:36:11.653,0x8D03976,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 77 56 33 59 6E 2B 54 58 
1458,13:36:11.653,0x8D03978,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 68 6E 65 68 49 2B 42 49 
1459,13:36:11.653,0x8D03979,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 64 56 48 78 6E 62 39 4B 
1460,13:36:11.653,0x8D0397B,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 35 5A 48 74 47 31 78 33 
1461,13:36:11.653,0x8D0397D,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 32 4B 6B 6D 79 35 44 65 
1462,13:36:11.653,0x8D0397F,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 58 37 47 77 31 78 2F 47 
1463,13:36:11.653,0x8D03980,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 32 0A 50 73 36 6F 62 71 
1464,13:36:11.653,0x8D03982,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 55 54 72 4D 76 35 76 44 
1465,13:36:11.653,0x8D03984,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 38 4D 77 48 6D 55 72 30 
1466,13:36:11.653,0x8D03986,ch1,接收,0x0100,数据帧,标准帧,0x08,x| 50 35 6D 4F 36 37 33 41 
